DATE,TITLE,MAIN_NEWS,SOURCE_URL
"२०७७ जेठ २१, ०७:०५",गोदावरी नगरपालिका वडा नम्बर ८ को कार्यालयमा तालाबन्दी ,"<strong>धनगढी : </strong>कैलालीको गोदावरी नगरपालिका वडा नम्बर ८ को कार्यालयमा ताला लगाइएको छ। लकडाउन प्रभावित नागरिकलाई राहत वितरणमा बद्मासी गरिएको भन्दै वडा कार्यालयमा ताला लगाइएको हो। पार्टी निकट र आसेपासेहरुलाई मात्र राहत दिएको उनीहरुको आरोप छ। वस्तविक लकडाउन प्रभावितलाई राहत नदिएको भन्दै उनीहरुले ताला लगाएका स्थानीय बिक्कि ओझाले बताए। वडा अध्यक्ष नरेशबहादुर अधिकारीले राहत नपाएका, कम पाएका गुनासो गर्दै आएका नागरिकले वडा कार्यालयमा ताला लगाएको बताए। ‘राजनीतिक दलहरुलाई राहत वितरणमा लागि सूची तयार गर्न भनेका थियौ। उहाँहरुल छुट्नु भएको रहेछ। केहीले कम पाएको पनि भन्दै थिए। पुनः राहत आएपछि वितरण गर्छौ।’ वडा अध्यक्ष अधिकारीले भने। वडा नम्बर ८ को कार्यालयले दुई सय ५३ परिवारलाई राहत वितरण गरेको बताएको छ। पुनः प्रदेश सरकारले दिएको रकमबाट थप राहत समेत वितरण गरिएको वडा अध्यक्ष नरेशबहादुर अधिकारीले जानकारी दिए। ",https://dineshkhabar.com/article/29672
"२०७७ जेठ २१, ११:४७",धनगढीमा नवजात शिशु मृत फेला ,धनगढी : धनगढीमा एक नवजात शिशु मृत फेला परेका छन्। धनगढी उप–महानगरपालिका वडा नम्वर ३ को मोहना नदीमा भर्खरै जन्माएको शिशु मृत फेला परेको हो। जिल्ला प्रहरी कार्यालय कैलालीका प्रहरी निरिक्षक हिक्मत वहादुर थापाले नदीमा मृत शिशु बगेर आएको अवस्थामा फेला परेको बताए। नदीमा शिशुको शव देखेर स्थानीयवासीले प्रहरीलाई खबर गरेका थिए। घटनास्थलमा प्रहरी निरिक्षकको टोली पठाईएको जिल्ला प्रहरी कार्यालय कैलालीले जनाएको छ। शिशु फाल्ने व्यक्तिको पहिचान हुन सकेको छैन्। ,https://dineshkhabar.com/article/29633
"२०७७ जेठ २०, ०१:३०","डोटीमा बाटोमा हिड्दा कोरोना सर्ने भन्दै स्वास्थ्यकर्मीमाथि आक्रमण, काठमाडौँ रेफर ","डोटी : डोटीमा स्वास्थ्यकर्मीमाथि आक्रमण भएको छ। शिखर नगरपालिका वडा नम्वर ९ को दानकोट स्वास्थ्यचौकीमा कार्यरत अहेब रमेश कुवँरमाथि आक्रमण भएको हो। शिखर नगरपालिकाका स्वास्थ्य संयोजक हरिश शाहले आक्रमणबाट गम्भिर घाईते भएका स्वास्थ्यकर्मी कुवँरलाई उपचारका लागि डडेलधुरा अस्पताल पठाएको थियो। डडेल्धुरा अस्पतालमा उपचार सम्भव नभएपछि काठमाण्डौं स्थित ट्रमा सेन्टर लगिएको छ। लाटामाण्डौंमा रहेको स्वास्थ्यचौकीबाट स्वास्थ्य सामग्री लगेर दानकोट स्वास्थ्यचौकी जादै गरेका कुवँरमाथि तीन जनाले आक्रमण गरेका थिए। गाउँको बाटो हिड्दा कोरोना संक्रमण फैलिने भन्दै मदिरा सेवन गरेका स्थानिय तीन जनाले गाली गलौच गर्दै ढुङ्गामुडा प्रहार गरेको जनाईएको छ। आक्रमण गर्ने तिनै जनालाई प्रहरीले पक्राउ गरेको छ। पक्राउ पर्नेमा शिखर नगरपालिका ७ बोगटाका नविन खत्री, रोशन खत्री र तेज लुहार रहेको जिल्ला प्रहरी कार्यालय डोटीका सूचना अधिकारी प्रहरी निरीक्षक कर्ण बोहराले जानकारी दिए। ",https://dineshkhabar.com/article/29567
"२०७७ जेठ १९, ०१:११",कैलालीमा क्वारेन्टिनमा खटिएका स्वयमसेवकमाथि खुकुरी प्रहार ,धनगढी : कैलालीमा क्वारेन्टाईनमा खटिएका स्वयंसेवकमाथि खुकुरी प्रहार भएको छ। जिल्लाको घोडाघोडी नगरपालिको वडा नम्वर ६ मा रहेको क्वारेन्टिनमा खटिएका स्वयंसेवक रामबहादुर ठकुल्लामाथी खुकुरी प्रहार भएको हो। खुकुरी प्रहारबाट ठकुल्लाको दायाँ हात र शरीरमा समेत चोट लागेको छ। घाईते ठकुल्लाको घोडाघोडी अस्पतालमा उपचार भएको छ। घाइते ठकुल्लाले घोडाघोडी नगर कार्यपालिका सदस्य रती कामीका छोरा अर्जुन कामीले खुकुरी प्रहार गरेको बताए। इलाका प्रहरी कार्यलय सुखडले भने ठाडो निवेदन दिएको र घटना सम्बन्धि अनुसन्धान भईरहेको जनाएको छ। ठकुल्ला क्वारेन्टिनमा बसोबासको व्यवस्था मिलाउन सक्रिय थिए। ,https://dineshkhabar.com/article/29487
"२०७७ जेठ १७, ०३:०५",रुकुमको चौरजहारी घटनाः दोषीलाई कारबाहीको माग राख्दै धनगढीमा प्रदर्शन ,<strong>धनगढी : </strong>गत शनिबार पश्चिम रुकुमको चौरजहारीमा अन्तरजातीय विवाहको विषयमा पाँच जनाको हत्या र एक जना बेपत्ता भएको घटनाप्रति सरकारले देखाएको उदासीनता पछि देशभरिका दलित समुदाय आन्दोलित भएका छन्। सोही क्रममा दोषीहरुलाई कावारहीको माग राख्दै हराएको सरकार खोज्न राष्ट्रिय दलित पत्रकार संघ नेपाल सुदूरपश्चिम प्रदेश समितिले शनिबार धनगढीमा सांकेतिक रुपमा मैनबत्ती बालेर बिरोध प्रदर्शन गरेको छ। ‘सरकार अध्यारोमा कहाँ छ ? उज्यालोमा यहाँ छ। सरकार आँखा खोल’ जस्ता नारा लेखिएका पम्प्लेट लेखेर राष्ट्रिय दलित पत्रकार संघले मैनबत्ती बालेर धनगढीको पार्क चोकबाट पश्चिम रुकुम घटनाप्रति सरकारलाई जवाफदेही हुन ध्यानाकर्षण गरेको छ। कार्यक्रमलाई सम्बोधन गर्दै राष्ट्रिय दलित पत्रकार संघ सुदूरपश्चिम प्रदेश अध्यक्ष रमा भट्टराई जैरुले संवीधानमै उल्लेख गरिएको जातिय छुवाछुतमुक्त राष्ट्रलाई चौरजहारी घटनाले गिज्याइरहेको बताइन। ‘सामान्य मानविय संवेदना समेत नराखेर गरिएको नरसंहारप्रति सरकार चुप रहनु समग्र दलित समुदायको आत्मसम्मान माथिको प्रहार हो। त्यसैले सरकारले उक्त घटनाको निस्पक्ष छानबिन गरोस र दोषीलाई कडाभन्दा कडा कानुनी कार्वाहीको दायरा ल्याएर यस्ता अमानवीय घटना हुन नदिन सरकार सचेत होस’ उनले भनीन। ,https://dineshkhabar.com/article/29360
"२०७७ जेठ ७, १०:२२",डडेल्धुराको अजयमेरु गाउँपालिका ४ को कार्यालयमा तालाबन्दी ,"<strong>धनगढी : </strong>डडेल्धुराको अजयमेरु गाउँपालिका वडा नम्बर ४ चिपुरको कार्यालयमा तालाबन्दी गरिएको छ। गाउँपालिकाले लकडाउनका समयमा जिल्लाबाहिर लगायत अन्य ठाँउबाट आएका कसैलाई क्वारेन्टानमा राखेको र कसैलाई घर जान दिएको भन्दै स्थानीयले मंगलबार राती वडा कार्यालयमा ताला लगाएका हुन। जिल्ला बाहिरबाट आएका गरिब जनतालाई क्वारेन्टाइनमा ठेल्ने र पहुँच भएकाहरुलाई घर जान दिने गरेको भन्दै तालाबन्दी गरेकोे स्थानीयले बताए। ‘हुनेखाने धनी वर्ग तथा जनप्रतीनिधीसंग नजिक रहेका स्थानयीलाई शक्तिको भरमा लुकाएर घर पठाइने गरेको छ’ स्थानीय राम विष्टले भने, ‘गाउँपालिका आफैले बनाएको निती नियम त मिच्नु भएन नी।’ बाहिरबाट आएकालाई घर जान दिइ कोरोनाको जोखिम बढेकोमा जनप्रतीनिधीको ध्यानाकर्षण गराउन वडा कार्यालयमा ताला लगाएका अर्का स्थानीय जयप्रकाश भट्टले बताए। ‘जिल्ला वन कार्यालयमा कार्यरत कर्मचारी भवानी सिँह ऐडी हालै मात्र कञ्चनपुरबाट आएको तर उनी क्वारेन्टाइनमा बस्न नमानेकाले बाध्य भएर ताला लगाएका हाैं’ उनले भने, ‘उनी जिल्लामै रहेको कुरा पुष्टि गर्न वन अधिकृतले समेत जाली कागजात बनाएर घर पठाउने षडयन्त्र गरे, के क्वारेन्टाइनमा गरिब जनताले मात्रै बस्ने हो र ?’ उनलाई क्वारेन्टाइन नबसाएर घर पठाउन गाउँपालिका अध्यक्षले समेत भुमिका खेलेको उनले आरोप लगाए। ",https://dineshkhabar.com/article/28705
"२०७७ जेठ ५, ०९:१८","भारतले लिपुलेक, कालापानी क्षेत्रमा सडक बनाएको बिरुद्ध कैलालीमा विप्लवको प्रर्दशन ","नेत्रविक्रम चन्द विप्लबले नेतृत्व गरेको नेकपाको नेतृत्वमा भारतले लिपुलेक, कालापानी क्षेत्रमा सडक बनाएको बिरुद्ध कैलालीमा सोमबार प्रर्दशन गरिएको छ। नेपालको सिमाना मिचेर भारतले लिपुलेक कालापानी क्षेत्रमा सडक बनाएको बिरुद्ध विप्लव नेतृत्वको नेपाल कम्युनिष्ट पार्टी गौरीगंगा नगर कमिटीले सोमबार साँझ बिरोध तथा मसाल जुलुस प्रदर्शन गरेको हो। प्रर्दशनकारीले गौरीगंगा नगरपालिका वडा नम्बर ८ देउराली शिविर नजिकैको पुर्व पश्चिम महेन्द्र राजमार्गमा राके जुलूस समेत निकालेका थिए। ",https://dineshkhabar.com/article/28567
"२०७७ जेठ ५, ०३:५४","बैतडीमा मेयरले कर्मचारी कुटे, पीडितमाथि उल्टै दुर्व्यवहारको मुद्दा ",<strong>बैतडी :</strong> बैतडीको पुर्चौडीमा मेयरले हुलाकका कर्मचारमाथि कुटपिट गरेको आरोप लागेको छ। पुुर्चौडी नगरपालिकाका मेयर रणबहादुर कुँवरले ईलाका हुलाक कार्यालयमा कार्यरत दिलबहादुर धानुकमाथि कुटपिट गरेको आरोप लागेको हो। पुर्चौडीका स्थानीय समेत रहेका धानुकसँग भएको समान्य विवादका क्रममा मेयर कुँवरले कुटपिट गरेको पीडितका छोरा रमेश धानुकले आरोप लगाए। उनले बैशाख १ गते सेवाबाट राजिनामा दिएका धानुकसँग विगतदेखि व्यक्तिगत रिसिबीलाई लिएर मेयरले कुटपिट गरी उल्टै प्रहरी मार्फत पक्राउ गर्न लगाएको बताए। मेयरको कुटपिटबाट घाईते भएका धानुकलाई अहिले ईलाका प्रहरी कार्यालय पाटनले पक्राउ गरेको छ। धानुकमाथि अभद्र व्यवहारको मुद्दा चलाउने तयारी गरिएको छ। ईलाका प्रहरी कार्यालयका प्रमुख प्रहरी निरिक्षक धनदेव साउँदले धानुकलाई अभद्र व्यवहारको मुद्दामा पक्राउ गरिएको बताए। जिल्ला अदालतबाट म्याद थप गरी धानुकमाथि अनुसन्धान थालिने प्रहरी निरिक्षक साउँदले बताए। मेयरले धानुकलाई कुटपिट गरेको कुरा भने प्रहरीलाई कुनै जानकारी नभएको दावी उनको थियो। <strong>प्रहरीमाथि पनि मेयरले कुटपिट गरेको स्थानीय दावी </strong> मेयर कुँवरले हुलाकका कर्मचारीमाथि कुटपिट गर्दा नियन्त्रणमा लिन खोज्ने प्रहरी अधिकारीमाथि समेत कुटपिट गरेको आरोप लागेको छ। ईलाका प्रहरी कार्यालय पाटनमा कार्यरत प्रहरी हवलदार मंगलबहादुर रोकायामाथि समेत कुटपिट गरेको स्थानीयले आरोप लगाएका छन्। प्रहरी हवलदार रोकायाले कर्मचारीलाई कुटपिट गर्ननहुने तर उनको कुनै गल्ती भए कानून अनुसार कारवाही हुन्छ भन्दा उल्टै हवलदारमाथि हातपात गरी कुटपिट गरेको पीडित पक्षले बताएका छन्। कुटपिट भएपछि पुर्चौडी क्षेत्रमा डिउटीमा खटाईएका प्रहरी हवलदार रोकाया असुरक्षा भएको भन्दै पाटन फर्किएका छन्। तर ईलाका प्रहरी कार्यालय पाटनले भने उक्त कुराको बचाउ गरेको छ। प्रहरी निरिक्षक साउँदले आफ्ना हवलदारमाथि मेयरले हातपात र कुटपिट गरेको विषयमा जानकारी नभएको दावी गरे। पुर्चौडी क्षेत्रको सुरक्षाका लागि खटिएका प्रहरी हवलदार घटना लगत्तै फर्किनुको कारणमा भने उनले हवलदारसँगै अन्य प्रहरीहरु समेत फर्किएको जिकिर गरेका छन्। हुलाकका कर्मचारी र प्रहरीमाथि कुटपिट गरेको आरोपका विषयमा प्रतिक्रिया लिन मेयर रणबहादुर कुँवरसँग पटक पटक टेलिफोन गर्दा पनि उनले फोन उठाएनन्।,https://dineshkhabar.com/article/28548
"२०७७ जेठ ३, १२:४४",वडा अध्यक्षमाथि खुकुरी प्रहार गर्ने युवक पक्राउ ,वडा अध्यक्षमाथी खुकुरी प्रहार गरेको आरोपमा एक युवक पक्राउ परेका छन्। संखुवासभाको खाँदबारी नगरपालिका–५ का कार्यवाहक वडाअध्यक्ष श्यामप्रसाद निरौलामाथि खुकुरी प्रहार गर्ने बीरबहादुर तामाङलाइ पक्राउ गरीएकाे प्रहरीले जनाएको छ। प्रहरीका अनुसार शुक्रबार राति ८ बजेतिर वडा कार्यालय नजिकै कार्यवाहक अध्यक्ष निरौलामाथि स्थानीय बीरबहादुर तामाङले खुकुरी प्रहार गरी गम्भीर घाइते बनाएका थिए। अहिले अध्यक्ष निरौलाको जिल्ला अस्पताल खाँदबारीमा उपचार भइरहेको छ। पछाडिबाट खुकुरी प्रहार गरिएका निरौलाको टाउकोमा गम्भीर चोट लागेको छ। अहिले कार्यवाहक अध्यक्ष निरौला खतरामुक्त रहेको र टाउकोमा १० टाँका सिलाइ भएको जिल्ला अस्पताल खाँदबारीले जनाएको छ। कार्यवाहक अध्यक्षमाथि के कति कारणले आक्रमण भएको भन्नेबारे अनुसन्धान भइरहेको जिल्ला प्रहरी कार्यालय संखुवासभाले जनाएको छ। ,https://dineshkhabar.com/article/28399
"२०७७ जेठ १, ०७:५२",कोपिला सामुदायिक बनको कार्यालयमा तालाबन्दी ,<strong>लम्की : </strong>कैलालीको लम्कीचुहाको कोपिला सामुदायिक वन उपभोक्ता समूहको कार्यालयमा तालाबन्दी गरिएको छ। लम्कीचुहा नगरपालिका वडा नम्बर ३ को व्यवस्थीतनगरमा रहेको कोपिला सामुदायिक बनको कार्यालयमा उपभोक्ताले बीहीवार अनिश्चितकालीन तालाबन्दी गरेका हुन्। समयावधी सकिएको कार्य समितिले उपभोक्ताको हित विपरित कार्य सम्पादन गर्न थालेको भन्दै साधारणसभाको माग गर्दै तालाबन्दी गरिएको गरेका हुन्। वर्तमान कार्य समितिले गाउँका केही टाठाबाठालाई हातमा लिएर गैरकानूनी रुपमा कार्य सम्पादन गर्न थालेपछि कार्यालयमा अनिश्चितकालीन तालाबन्दी गरिएको संघर्ष समितिका संयोजक रंगप्रसाद उपाध्यायले बताए। यस्तै साधारणसभा बोलाई आयव्यय विवरण पारदर्शी रुपमा सार्वजनिक गर्नुपर्नेमा वन पदाधिकारीले उल्टै आफु अनुकुल निर्णय गरेको भन्दै उनीहरुको राजिनाको माग समेत गरिएको छ भने वैज्ञानिक वन व्यवस्थापन कार्यक्रम लागु गर्ने निर्णय फिर्ता नलिदा सम्म तालाबन्दी यथावथ राख्ने चेतावनी दिईएको छ। ,https://dineshkhabar.com/article/28300
"२०७७ वैशाख २८, ११:२५", धनगढीमा युवतीको अश्लिल भिडियो सार्वजनिक गरी आत्महत्या गर्न बाध्य पार्ने युवक पक्राउ ,"<strong>धनगढी : </strong>धनगढीमा युवतीको अश्लिल भिडियो सार्वजनिक गरी आत्महत्या गर्न बाध्य पार्ने युवक पक्राउ परेका छन्। पक्राउ पर्नेमा कञ्चनपुरको बेलौरी नगरपालीका वडा नम्बर ७ का २३ वर्षीय सन्तराम चौधरी रहेको कैलालीका प्रवक्ता प्रहरी नायब उपरिक्षक दक्षकुमार बस्नेतले जानकारी दिए। चौधरीले शनिबार बिहान धनगढी उपमहानगरपालिका वडा नम्बर ६ जालीको सुकुटी नालामा झुण्डिएर आत्महत्या गरेकी गौरीगंगा ९ शंकपुरकी १९ वर्षीय लक्ष्मी देउवाको फेसबुकबाट अश्लिल भिडियो र फोटो आफन्त र साथीहरुलाई पठाएका थिए। अश्लिल भिडियो र फोटाहरु फेसबुक मार्फत सार्वजनिक भएपछि उनले आत्महत्या गरेको उजुरीका आधारमा चौधरीलाई प्रहरीले पक्राउ गरेको हो। युवकको मोवाईलमा सार्वजनिभ भएको अश्लिल भिडियो, फोटा, र फेसबुक आईडी समेत लगईन अवस्थामै भेटिएको प्रहरी नायब उपरिक्षक बस्नतेले बताए। घटनाको अनुसन्धान भईरहेको प्रहरीले जनाएको छ। ",https://dineshkhabar.com/article/27969
"२०७७ वैशाख १०, ०१:१३",धनगढीमा तीन महिलालाई गालीगलाैज गरी कुटपिट गर्ने बुवाछोरा पक्राउ ,<strong>धनगढी: </strong>धनगढीमा महिलालाई गाली गलौच गरी कुटपिट गर्ने बुवाछोरा पक्राउ परेका छन्। धनगढी उपमहानगरपालिकाको वडा नम्बर १३ अम्बिका टोल बस्ने गुमला चन्द र उनका छोरीहरु अनुता चन्द र ज्योती चन्दलाई गाली गलौच गरी कुटपिट गरेको आरोपमा सोही स्थानका ५१ वर्षीय किशोर कलौनी र उनका २४ वर्षीय छोरा जगदिश कलोनी पक्राउ परेका हुन। मादकपदार्थ सेवन गरी उनीहरुले कुटपिट गर्दा पिडितको टाउको र हातमा चोट लागी घाइते भएको जिल्ला प्रहरी कार्यालय कैलालीका प्रहरी नायव उपरीक्षक दक्षकुमार बस्नेतले बताए। पक्राउ परेका दुवैमाथि म्याद थप गरेर अनुसन्धान भइरहेको उनले बताए। पिडितहरुको भने उपचार भइरहेको प्रहरीले जनाएको छ। ,https://dineshkhabar.com/article/26791
"२०७७ वैशाख ११, ०८:१०","धनगढीमा दुई युवकमाथि आक्रमण, एकको हात भाचियो ",<strong>धनगढी : </strong>धनगढीमा दुई युवकमाथि आक्रमण भएको छ। धनगढी उप–महानगरपालिका वडा नम्बर ३ मा मंगलबार कञ्चनपुरबाट मोटरसाईकलमा आउँदै गर्दा ६/७ जनाको समूहले दुईजनालाई आक्रमण गरेका हुन्। धनगढी उप–महानगरपालिका वडा नम्बर ३ का गणेश चन्द सहितका दुई जनालाई आक्रमण गरेको हो। आक्रमणमा परेका चन्दको हात भाचिएको छ। उनको धनगढीको सारथी अस्पतालमा उपाचार भइरहेको छ। चन्दले आफु माथि किन आक्रमण गरेको हो भन्ने विषयमा थाहा नभएको बताए। राजघाट पुलको छेउमा आफूमाथी ६/७ जनाको युवाको समुहले आक्रमण गरेको बताए। तत्काल प्रहरीलाई खबर गरेपनि उनीहरुलाई पक्राउ गर्न बेवास्ता गरेको चन्दले आरोप लगाएका छन्। उल्टै प्रहरीले आफुहरु माथि दुव्र्यवहार गरेको उनले बताए। तर जिल्ला प्रहरी कार्यालय कैलालीका प्रवक्ता प्रहरी नायव उपरिक्षक दक्षकुमार बस्नेतले प्रहरीले दुव्र्यवहार नगरेको दावी गरेका छन्। उनले गत मंगलबार दिउँसो दुई युवाहरुको समुह बिच सामान्य बिवाद मात्र भएको बताए। ,https://dineshkhabar.com/article/26900
"२०७७ वैशाख ९, ०४:१७",कैलालीमा जनप्रतिनिधिलाई भित्र थुनेर वडा कार्यालयमा ताला ,धनगढी : कैलालीको जानकी गाँउपालिकाका वडा नम्बर ५ का जनप्रतिनिधिलाई कार्यालयमा थुनेर स्थानीयले ताला लगाएका छन्। दोस्रो चरणमा राहत वितरण सुरु नभएको भन्दै स्थानीयलाई वडा अध्यक्ष भीमवहादुर थारु लगायतका जनप्रतिनिधिलाई कार्यालयभित्रै थुनेर ताला लगाएका हुन्। लकडाउनपछि समस्यामा परेका वडावासीलाई स्थानीय सरकारले राहत नदिएको गुनासो गर्दै ताला लगाईएको हो। उनीहरुले झण्डै आधा घण्टा सम्म जनप्रतिनिधिलाई थुनेका थिए। वडा अध्यक्ष थारुले कार्यापालिका बैठक नहुँदा दोस्रो चरणको राहत वितरण सुरु नभएको बताए।,https://dineshkhabar.com/article/26744
"२०७७ वैशाख ११, ०१:५१","धनगढीमा महिलामाथि निर्घात कुटपिट, श्रीमान पक्राउ ","धनगढी : धनगढीमा एक महिलामाथि निर्घात कुटपिट भएको छ। धनगढी उप–महानगरपालिका वडा नम्वर ९ की ३८ बर्षीय महिलामाथि निर्घात कुटपिट भएको हो। कुटपिटबाट घाईते भएकी उनलाई उपचारका लागि सेती प्रादेशिक अस्पताल ल्याईएको छ। कुटपिटको आरोपमा जिल्ला प्रहरी कार्यालय कैलालीले उनका श्रीमान ३९ बर्षीय चन्द्रदेव भट्टलाई पक्राउ गरेको छ। जिल्ला प्रहरी कार्यालय कैलालीका प्रहरी नायव उपरिक्षक दक्षकुमार बस्नेतले घटनाको थप अनुसन्धान भईरहेको बताए। वडा नम्वर ९ का अध्यक्ष प्रेम भण्डारीले तीन, चार दिनदेखि ति महिला टोलमा नदखिएपछि उनको खोजी गर्दा घरकै एक कोठामा थुनिएको अवस्थामा फेला परेकी थिईन्। ‘कुटपिटपछि घाईते अवस्थामा फेला परेकी महिलालाई एम्बुलेन्समा अस्पताल पठाएका छौँ।ति महिलामाथि परिवारका सदस्यले पहिलेदेखि नै कुटपिट गर्दै आएको खुलेको छ।’ वडा अध्यक्ष भण्डारीले दिनेश खवरलाई भने। ",https://dineshkhabar.com/article/26873
"२०७७ वैशाख ११, ०६:५५",बैतडीको पंञ्चेश्वरमा राहत वितरणमा विभेद गरेको भन्दै स्थानीयको विरोध ,"<strong>धनगढी : </strong>बैशाख ८ गते बैतडीको पञ्चेश्वर गाउँपालिका वडा नम्बर ४ बिनायकका ७३ वर्षीय जोगबहादुर चन्द राहतका लागि वडा कार्यालय पुगे। वडा कार्यालयले राहत बाँड्ने भन्दै सबैलाई बोलाएपछि उनीपनि हातमा थैली बोक्दै करिब ३ घण्टा उकालोबाटो हुँदै वडा कार्यालय पुगका थिए। उनी पुग्दासम्म वडा कार्यालयले केही व्यक्तिलाई राहत बाँडीसकेको थियो। उनीपनि राहत पाउने आशाले थैली थाप्दै राहत बाँड्ने नजिक गए। तर उनको थैलीमा भने राहत परेन्। हिडाँइले थकित बृद्ध राहत पाइने भनेपछि खुशी हुँदै थैली लिएर राहत बाँड्नेकोे नजिक त पुगे तर उनलाई ‘तपाईका लागि यो राहत होइन’ भनीयो। त्यसपछि केहीछिन टाउकोमा हात राख्दै चन्दले राहत बाँडेको हेरिरहे। ‘राहत वितरणमा भेदभाव भइरहेको थियो। आफन्त, आसेपासे र कार्यकर्ताहरुलाई फटाफट राहत बाँडिदै थियो’ उनी भन्छन्, ‘मैले थैली थाप्दै भैलीस्वरुप मलाई थोरै भएपनि दिनुभन्दा तपाईका लागि यो राहत होइन भन्दै उल्टै हप्काए।’ ६ जनाको उनको परिवारमा छोरा मात्रै जागिरे छ। उनीपनि लकडाउनका कारण भारतमा फसेका छन्। ‘मेरो घरमा ६ जना छन्, एउटा छोरामात्रै जागिरे छ। उ पनि भारतमा लकडाउनमा फसेको छ’ चन्दले भने, ‘उसले पैसा पठाउन सकिरहेको छैन, साना नातिनतिना छन्। घरमा भएको अन्न समेत सकिएकाले बेजोग भएको छ।’ चन्द मात्रै होइन उनीसंगै राहतका लागि सोही ठाउँका दुई जना मानशिक रोगी महिला र एक जना अपागं महिला पनि राहत माग्नेको भिडमा थिए। तर ति दुवैलाई समेत सुक्को दिइएन। चन्दका अनुसार ती दुवैले राहत बारे बुझ्न खोज्दा सोध्ने अधिकार छैन भन्दै हप्काइएको थियो। ‘तपाईहरुलाई सबै बताउने हाम्रो कुनै अधिकार छैन, हामी बताउँदैनौ, तपाईहरुको नाम लिष्टमा छैन जानुस भनेर भन्यो’ उनले भने। राहत लिन गएकी गंगा चन्द अपागं हुन भने कहुरा धामी र बिस्ना चन्द एकल महिला र मानसिक रोगी हुन। त्यो दिन उनीहरुलाई पनि रित्तै फर्काइयो। वडा कार्यालयद्वारा एकलौटी रुपमा राहत वितरण गरिएको अर्का स्थानीय सुरेन्द्रबहादुर चन्दले बताए। उनले भने ‘आफ्नो गाउँका मान्छेलाई एकलौटी रुपमा राहत दिइयो, जो हामी पिडित छौँ उनीहरुलाई रित्तै फर्काइयो।’ यस्तै गाउँमा परिवारै नबस्नेको नाममा पनि राहत थन्क्याइएको अर्का स्थानीय विरेन्द्रबहादुर चन्दले बताए। ‘जसलाई दिनुपर्ने हो उनीहरुलाई नदिएर आफन्त, आसेपासे, पार्टी कार्यकर्ताहरुलाई राहत बाँडे’ उनले दिनेश खबरसँग भने, ‘आफ्नै भाई नातापर्ने उनको परिवार गाउँमै बस्दैन्, उनीहरुको नाममा राहत राखेका छन्।’ उक्त स्थानमा नबस्नेको समेत राहत पाउनेको सूचिमा नाम रहेको उनले बताए। ‘एकै परिवारका २/३ जना सरकारी जागीरे भएका तथा धनगढी/महेन्द्रनगर बसेर सरकारी जागीर गर्नेलाई राहत दिइएको छ’ उनले भने। यस सम्बन्धमा वडा नम्बर ४ का कार्यवाहक वडाअध्यक्ष श्याम चन्द भने राहत बाडेपनि स्थानीयहरुले गुनासो गरिरहेको बताएका छन्। ‘हामीले पहिलो चरणको राहत बाडिसकेका छौँ, अब दोस्रो चरणको राहत बाँड्न २५ सदस्यीय समिती गठन गरेका छाैँ’ उनले भने, ‘शुक्रबार बैठक छ, प्रदेश सरकारले दिने दोस्रो चरणको राहत घरदैलो कार्यक्रम गरेर बाँड्ने योजना छ।’ गाउँपालिकाको एक लाख ४० हजार र वडाकार्यालयको साढे ४ लाखको पहिलो चरणको राहत ३ सय २१ जनालाई वितरण गरिसकेको उनले बताए। उता गाउँपालिकाका अध्यक्ष गोरख बहादुर चन्दले भने स्थानियले सबैलाई बाड्नु पर्ने भन्दै बिरोध गरेको बताए। उनले भने, पहिलो चरणको राहत वडाका ३ सय २१ जनालाई बाडिसकेका छौँ, अब दोस्रो चरणको प्रदेश सरकार र रुडेसबाट आउने राहत डाटा संकलन गरेर सबैलाइ बाँड्ने योजना छ। सो वडाका वडा अध्यक्षको भने गत मंसिरमा निधन भएको थियो। अहिले कार्यबाहक अध्यक्षको रुपमा श्यामबहादुर चन्दलाई नियुक्त गरिएको छ। राहतमा मनोमानी गरेको भन्दै स्थानीयले उक्त वडामा अहिले विरोध गरिरहेका छन्। विन्दु चन्द दिनेश खबरका संवाददाता हुन्। उनले समसामयिक विषयमा कलम चलाउछन्।",https://dineshkhabar.com/article/26895
"२०७७ वैशाख ७, १२:०२","कञ्चनपुरमा किशोरीमाथि बलात्कार, ६८ वर्षीय बृद्ध पक्राउ ",धनगढी : कञ्चनपुरमा एक किशोरीमाथि बलात्कारको आरोपमा बृद्ध पक्राउ परेका छन्। भीमदत्त नगरपालिका ११ का ६८ वर्षीय तारादत्त ओझालाई प्रहरीले शनिबार पक्राउ गरेको हो। यसैसात उनले १५ वर्षीया बालिका घरमा आएको मौका छोपेर बलात्कार गरेको भन्दै पीडित पक्षले प्रहरीमा किटानी जाहेरी दिएको थियो। परिवारका सदस्य सबै गहुँ काट्न गएको मौका छोपी बृद्धले बालिकाको मुख थुनेर बलात्कार गरेको पीडित पक्षको आरोप छ। ओझा बिरुद्ध जबरजस्ती करणीको आरोपमा परेको किटानी जाहेरीका आधारमा आरोपीलाई पक्राउ गरेको प्रहरीले जनाएको छ। जिल्ला प्रहरी कार्यालयका प्रवक्ता रविन्द्र पौडेलले वृद्धलाई पक्राउ गरी म्याद थप गरेर अनुसन्धान अघि बढाइएको बताए। ,https://dineshkhabar.com/article/26602
