DATE,TITLE,MAIN_NEWS,SOURCE_URL
"२०७७ असार १०, ११:५९",धनगढीमा मृत भेटिएका युवकको हत्या आशंकामा प्रहरीमा जाहेरी ,"<strong>धनगढी : </strong>धनगढीमा मृत भेटिएका युवकको हत्या आशंकामा प्रहरीमा कर्तव्य ज्यान सम्बन्धी जाहेरी दर्ता गरिएको छ। असार ७ गते <a href=""https://dineshkhabar.com/article/31076"">गेटा सामुदायिक वनमा झुण्डिएको अवस्थामा मृत भेटिएका</a> डोटीको पूर्वीचौकी गाउँपालिकाका १८ वर्षीय ठक्करबहादुर खड्काको हत्या आशंकामा जाहेरी दर्ता गरिएको प्रहरीले जनाएको छ। जिल्ला प्रहरी कार्यालयका प्रवक्ता प्रहरी नायब उपरिक्षक प्रतिक विष्टले मृतकका दाजु विष्णु खड्काले कर्तव्य ज्यान सम्बन्धी कसुरमा अनुसन्धानका लागि जाहेरी दिएको बताए। धनगढी उपमहानगरपालिका वडा नम्बर ४ उत्तरबेहडीमा डेरा गरी बस्दै आएका खड्का असार ४ गते वेपत्ता भएका थिए। उनको खोजी गर्दै जादा जेठ ७ गते गेटा सामुदायिक वनमा झुण्डिएको अवस्थामा मृत भेटिएका थिए। वेपत्ता भएको बेलुका सँगै बस्दै आएका डोटीकै धर्म चिराललाई टेलिफोन गरी <a href=""https://dineshkhabar.com/article/31092"">आफूलाई अपरिचित व्यक्तिले अपहरण गरेर गेटा जंगलतर्फ लगिरहेको भन्दै बचाउन</a> आग्रह गरेका थिए। त्यसपछि उनको मोवायल अफ भएको थियो। चिरालका अनुसार ईमोबाट चिठ्ठा परेको भन्दै खड्कालाई फोन आईरहन्थ्यो। २५ लाखको चिठ्ठा परेको भन्दै ईमोबाट फोन गर्ने व्यक्तिले सुरुमा ५५ हजार खातामा जम्मा गर्न भनेपछि उनले बुवासँग मागरे बुझाएका थिए। त्यसपछि एक लाख ३५ हजार माग्न थालेका थिए। सोही क्रममा उनी वेपत्ता भएका थिए। प्रहरीले भने घटनाको अनुसन्धान भईरहेकाले अहिले नै केही नखुलेको जनाएको छ। ",https://dineshkhabar.com/article/31255
"२०७७ असार ८, ०२:०७",डडेल्धुराका प्रत्येक स्थानीय तहमा आइसोलेसन वार्ड बनाउन माग गर्दै नेवि संघको प्रदर्शन ,"<strong>धनगढी: </strong>प्रत्येक स्थानीय तहमा आइसोलेसन वार्ड बनाउन माग गर्दै<strong> </strong> नेपाल विद्यार्थी संघ डडेल्धुराले प्रदर्शन गरेको छ। स्वाव लिएको १६औं दिनसम्म पनि रिपोर्ट नआउनु र उनीहरुको रिपोर्ट नआउँदै क्वारेन्टिनबाट घर पठाउने गरेकाले कोरोनाको जोखिम बढ्ने भन्दै सोमबार जिल्ला सदरमुकामको बागबजारमा नेवि संघले प्रदर्शन गरेको हो। नेवि संघका कार्यकर्ताले विभिन्न पम्प्लेट प्रर्दशन गरेर सरकारको ध्यानाकर्षण गराएका थिए। उनीहरुले जिल्लाका सम्पूर्ण स्थानीय तहमा आइसोलेसन वार्ड हुनुपर्ने, पिसीआर रिपोर्ट पोजेटिभ आएपनि १४ दिनमा घर पठाउने सरकारको निर्णय सच्याउनुपर्ने, घर पठाइएकाहरुको समेत निगरानी गर्नुपर्ने, क्वारेन्टिनमा सरकारी मापदण्ड अनुसार सबै व्यवस्थापन गर्नुपर्ने र कोरोना रोकथामका नाममा स्थानीय, प्रदेश र संघ सरकारले खर्च गरेको रकम सार्वजनिक गर्नुपर्ने लगायतका माग राखेका छन्। साथै सरकारी बजेट असारे विकासमा खर्च नगरेर त्यसलाई रकमान्तर गरी कोरोना नियन्त्रणमा खर्च गनुपर्ने आफुहरुको माग रहेको नेवि संघका प्रतिनिधि जगत ऐरले बताए। उनले असारे विकासमा भ्रष्टाचार गर्ने हरेक तहका विरुद्धमा नेवि संघ अझै कडा रुपमा प्रस्तुत हुने चेतावनीसमेत दिएका छन्। ",https://dineshkhabar.com/article/31100
"२०७७ असार ५, ०८:१४",सुदूरपश्चिम फाउण्डेसनका युवाहरुद्वारा प्रयोगशालाकर्मीमाथि हातपात ,"धनगढी : सुदूरपश्चिम फाउण्डेसनका युवाहरुले धनगढीमा प्रयोगशालाकर्मीलाई हातपात गर्दै धम्की दिएको आरोप लागेको छ। प्रदेश सरकारको नाममा त्रिनगर नाकामा खाना खुवाउँदै आएको सुदूरपश्चिम फाउण्डेसनमा आवद्ध युवाहरुले सेती प्रादेशिक अस्पतालका प्रयोगशालाकर्मीलाई हातपात गर्दै धम्की दिएका हुन्। ‘आरडिटी परीक्षणका लागि उनीहरु सेती अस्पताल आएका थिए,’ प्रयोगशालाका ईन्चार्ज रमेश शाहीले भने, ‘केही युवाले यसरी काम गरेर हुन्छ ? तिमिहरुको काम गर्ने तरिका भएन भन्दै कुटपिटको धम्की दिएका थिए।’ उनले अहिले भने गालीगलौज र कुटपिटको धम्की दिने युवाहरुले माफी मागेको बताए। यता फाउण्डेसनका अध्यक्ष भरत शाहले भने मापदण्ड अनुसार परीक्षण गर्न आग्रह गरेको बताए। ‘आरडिटी परीक्षणका लागि रगतको नमुना संकलनको तरिका विश्व स्वास्थ्य संगठनको मापदण्ड अनुुसार थिएन,’ उनले भने, ‘त्यो मापदण्ड अनुसार काम गर्नुस मात्रै भनेका हौँ। कसैलाई पनि धम्की दिएका छैनौँ।’",https://dineshkhabar.com/article/30918
"२०७७ असार ४, ०६:००",बैतडीमा नगरपालिकाकी उपमेयरले वकिललाई जुत्ता प्रहार गरेको आरोप ! ,"<strong>बैतडी:</strong> बैतडीको पाटन नगरपालिकाका उपप्रमुखले वकिलमाथी जुत्ता प्रहार गरेको आरोप लागेको छ। न्यायिक समिति संयोजक समेत रहेकी उपप्रमुख सरस्वती कोलीले पाटन नगरपालिका –३ का कानुन व्यवसायी नारायणदत्त पन्तमाथि सार्बजनिक स्थलमै जुत्ता प्रहार गरेको आरोप लागेको हो। पाटन उच्च अदालत ललितपुर, नेपाल बार एसोसियसनका सदस्य रहेका वकिल पन्तमाथि इलाका प्रहरी कार्यालय नजिकै जुत्ता प्रहार भएको पिडितले बताए। पाटन –३ को एक खानेपानी तथा अन्य विवादित विषयमा मध्यस्तकर्ताको भूमिका निर्वाह गर्दैगर्दा आफुमाथि जुत्ता प्रहार भएको पन्तले बताए। उक्त बिषयलाई लिएर आफु अदालत जाने समेत उनले बताए। उता उपप्रमुख कोलीले आफुले जुत्ता प्रहार गरेको आरोप निराधार भएको प्रतिक्रिया दिएकी छिन्। खानेपानी विवाद मिलाएर आफु कार्यालय बाहिर आइरहेको अवस्थामा समान्य कुरामा वकिल भनिने मान्छेले जातभात तथा औकातको कुरा गरेकोले आफुले जुत्ता निकालेको तर नहानेको उनले बताइन। ",https://dineshkhabar.com/article/30837
"२०७७ असार ४, ०२:०३",कैलालीमा प्रहरीबाटै कुटिए एक युवक ,अत्तरिया : कैलालीको गोदावरी नगरपालिकामा एक युवकमाथि प्रहरीले नै कुटपिट गरेको छ। नगरपालिकाको वडा नम्वर ६ लालपुरका १९ बर्षीय चेतराज भट्टमाथि कुटपिट भएको हो। अस्थायी प्रहरी पोष्ट बडेहामा रहेका प्रहरीले उनलाई मरणासन्न हुने गरि कुटपिट गरेका हुन्। बुधवार दिउँसो ११ बजे मिल जाँदै गरेका भट्टमाथि कुटपिट भएको हो। कुटपिटबाट घाईते भएका उनको अहिले अत्तरियास्थित पद्मा अस्पतालमा उपचार भईरहेको छ। मोटरसाईकलमा गहु पिसाउन मिल गईरकेका बेला अस्थायी प्रहरी पोष्टका प्रहरीले धम्काउदै कुटपिट गरेको भट्टले बताए। हेलमेट किन नलगाएको भन्दै कुटपिट गरेको उनले बताए। यता ईलाका प्रहरी कार्यालय मालाखेतीका प्रहरी प्रमुख डिएसपी ज्ञान बहादुर बिष्टले अहिले घटनाका बिषयमा छलफल भईरहेको बताए। ,https://dineshkhabar.com/article/30815
"२०७७ असार २, ०६:१४","धनगढीमा सरकारबिरुद्ध काँग्रेसको प्रदर्शन, प्रधानमन्त्रीलाई ज्ञापन ",धनगढी : कोरोना रोकथामका लागि सरकारलाई गम्भिर नभएको भन्दै नेपाली काग्रेस कैलालीले बिरोध ¥याली सहित प्रदर्शन गरेको छ। नेपाली कांग्रेस कैलालीले पार्टी कार्यालयदेखि प्रदर्शन गर्दै जिल्ला प्रशासन कार्यालय मार्फत प्रधानमन्त्री केपी शर्मा ओलीलाई ज्ञापन पत्र बुझाएको छ। कोरोना भाईरस रोकथामका लागि सरकार जिम्मेवार हनुपर्ने र भ्रष्टाचार रोकथामका लागि दबाब दिन प्रदर्शन गरिएको जिल्ला सभापाति नरनारायण शाह मनुले जानकारी दिए। आज सुदूरपश्चिमका अन्य जिल्लाबाट समेत काँग्रेसले प्रधानमन्त्रीलाई ज्ञापन पत्र बुझाएको छ। ,https://dineshkhabar.com/article/30692
"२०७७ असार १, ०७:१२",विप्लवद्वारा कैलालीमा दिउँसै प्रदर्शन ,"<strong>धनगढी: </strong>सरकारद्वारा प्रतिबन्धित विप्लव नेतृत्वको नेपाल कम्युनिस्ट पार्टीले कैलालीमा दिउँसै प्रदर्शन गरेको छ। राष्ट्रियताको पक्षमा एक्यवद्धता जनाउँदै जिल्लाको गौरीगंगा –८ बढैपुरमा सोमबार दिउँसो प्लेकार्डसहित प्रदर्शन गरेको हो। उनीहरुले ‘रङ्गभेदको आधारमा मारिएका अमेरिकी नागरिक जर्ज फ्लोइडका हत्यारालाई कार्वाही गर’, ‘अमेरिकी साम्राज्यवाद मुर्दावाद’, ‘जातियताका आधारमा मारिएका रुकुम चौरजाहारीका अपराधीलाई कार्वाही गर’, ‘अपराधीलाई राजनैतिक पक्षपोषण बन्द गर’, ‘कथित कम्युनिस्ट सरकार राजिनामा दे, ‘एमसिसिको पक्षमा मतदान गर्ने सभासदलाई जिल्ला प्रवेशमा निषेध गरांै’, नेपाल कम्युनिस्ट पार्टी जिन्दावाद’ लगायतका चर्को नारा लगाउँदै उनीहरुले प्रदर्शन गरेका थिए। नगर कमिटी गौरीगंगाको आयोजनामा भारतको पक्षमा काम गर्ने राष्ट्रघाती सरिता गिरीको विरोधमा प्रदर्शन गरेको (नेकपा)का नगर सचिव साजनले बताए। रुकुम पश्चिमको घटना, अमेरिकामा भएको रंगभेद र एमसिसिको विरोधमा पार्टीको विरोध रहेको भन्दै सरकारले वैदेशिक हस्तक्षेप हुने राष्ट्रविरोधी सम्झौता गर्न लागेकाले निरन्तर विरोध जारी रहन उनले बताएका छन्। प्रतिबन्धित पार्टीको विरोध प्रदर्शनको क्रममा प्रहरीको उपस्थितले र्यालीमा सहभागी करिब ३०÷३५ जना विप्लवका कार्यकर्ता तितरबितर भएका थिए।",https://dineshkhabar.com/article/30617
"२०७७ असार १, ०९:५८",कैलालीमा खाना नपाएको भन्दै क्वारेन्टिनमा बसेकाहरु आन्दोलित ,"<strong>बौनिया :</strong> कैलालीमा स्थानीय तहको फितलो व्यवस्थापनले खाना समेत नपाएको भन्दै क्वारेन्टिनमा बसेकाहरु आन्दोलित भएका छन्। जिल्लाको बर्दगोरिया गाउँपालिका वडा नम्बर–१ को बसन्त मुरारी मावि क्वारेन्टाइनमा रहेकाहरुले आईतबार जनप्रतिनिधी विरुद्ध नाराबाजी गर्दै प्रर्दशन गरेका हुन्। क्वारेन्टिनको उचित व्यवस्थापन नगरेपछि आफूहरुलाई सास्ती भएको भन्दै आक्रोशित भएका स्थानीयले खानेपानी, शौचालयको उचित प्रबन्ध नगरिएको र स्वास्थ्य परीक्षणको माग गरिएको छ। उनीहरुले खानाको समेत व्यवस्था नभएपछि घरबाट ल्याएर खानुपर्दा जोखिम बढेको गुनासो समेत गरेका छन्। उक्त क्वारेन्टाइनमा १४ महिला र ९३ पुरुष गरी भारतबाट फर्किएका एक सय ७ जनालाई राखिएको थियो। ",https://dineshkhabar.com/article/30570
"२०७७ असार १, ०८:२१","सम्पादकलाई धम्की, महासङ्घद्वारा सुरक्षाको माग ","नेपाल पत्रकार महासङ्घले समाचार लेखेकै कारण ‘काठमाडौँ प्रेस डटकम’ का प्रबन्ध सम्पादक गोविन्द परियारलाई धम्की दिने व्यक्तिलाई तत्काल कानूनी दायरामा ल्याउन र सुरक्षाको प्रत्याभूति दिलाउन सम्बन्धित निकायसँग माग गरेको छ। “समाचारको विषयलाई लिएर काठमाडौँ प्रेस डटकमका प्रबन्ध सम्पादक परियारलाई सुमेग ट्राभल्स एजेन्सीका सञ्चालक मेघ केसीले अपशब्द प्रयोग गर्दै धम्की दिएको घटनाप्रति महासङ्घको गम्भीर ध्यानाकर्षण भएको छ”, महासङ्घद्वारा जारी विज्ञप्तिमा भनिएको छ। प्रबन्ध सम्पादक परियारका अनुसार काठमाडौँ प्रेसले जेठ २५, २६ र ३० गते चार्टर्ड उडानमा महँगो भाडा असुलेको विषयमा विभिन्न शीर्षकमा समाचार सम्प्रषण गरेपछि सोही निहुँमा आफूलाई आइतबार बिहान ११ः५ बजे ९८५१०८२५१२ नम्बरको मोबाइलबाट फोन गरी निज केसीले ‘समाचार के आधारमा लेखियो, प्रमाण के छ’ भन्दै अपशब्द प्रयोग गर्दै सिध्याइदिन्छु भनेर धम्क्याएको महासङ्घले जनाएको छ। महासङ्घले प्रकाशित समाचारको विषयमा चित्त नबुझे या गुनासो भएमा त्यसउपर कानूनी उपचार खोज्ने वैधानिक विधि र स्थापित पद्धति भएको जनाउँदै त्यसलाई बेवास्ता गर्दै पत्रकारलाई ठाडो चुनौती दिई अपशब्द प्रयोग गर्दै सिध्याइदिन्छु भनेर धम्की दिनु प्रेस स्वतन्त्रता विरोधी कार्य भएको ठहर गरेको छ। ",https://dineshkhabar.com/article/30565
"२०७७ जेठ ३०, ०२:५१",धनगढीमा सुरक्षाकर्मीलाई मास्क वितरण गर्दै सुरु भएको प्रदर्शन पानी बाडेर समापन ,"धनगढी : धनगढीमा सुरक्षाकर्मीलाई मास्क वितरण गरेर सुरु भएको सरकारलाई खवरदारी कार्यक्रम पानी वितरण गरेर समापन गरीएको छ। कोरोना भाइरसको रोकथाममा सरकार गम्भीर नभएको भन्दै आयोजना गरीएको खवरदारी कार्यक्रम सुरक्षाकर्मीलाई मास्क र ग्लव्स वितरण गरेर सुरु गरीएको थियो भने समापन सुरक्षाकर्मीलाई नै पानी बाडेर गरीएको हो। आरडिटी बन्द गरेर शत प्रतिशत कोरोना परीक्षण पीसीआर बिधीबाट गर्नुपर्ने, क्वारेन्टिन व्यवस्थित बनाउनपर्ने, कोरोना रोकथामका लागि सरकारले गरेको खर्च सार्वजनिक गर्नुपर्ने लगायतको माग राख्दै पीडित नागरिकको तर्फबाट प्रदर्शन गरीएको थियो। ‘प्रदेश सरकार ! तिम्रो पाराले, दुख पायो साराले, कोरोना मौलायो हाम्रो सरकार बौलायो, सरकार की त जाग की त भाग, सासंदको भत्ता पाक्ने नागरिकको भात नपाक्ने, सरकारलाई जिमखाना नागरिकलाई छैन् खाना’ लगायतका नारा लेखिएका प्लेकार्ड सहित प्रदर्शन गरीएको हो। ",https://dineshkhabar.com/article/30364
"२०७७ जेठ ३१, ०५:४७",डडेल्धुरामा क्वारेन्टिनमा बसेकाको रिपोर्ट नआई घर पठाएको भन्दै वडा कार्यालय घेराउ ,"<strong>धनगढी : </strong>डडेल्धुरामा क्वारेन्टिनमा बसेकाहरुको कोरोना रिपोर्ट नआई घर पठाएको भन्दै वडा कार्यालय घेराउ गरिएको छ। क्वारेन्टिनमा बसेकाहरुको आरटिडी रिपोर्ट पोजेटिभ आएकोमा उनीहरुको पिसीआर रिपार्ट नआई घर पठाएको भन्दै जिल्लाको नवदुर्गा गाउँपालिका –१ कोटेलीको वडा कार्यालय घेराउ गरिएको छ। स्थानीयले टायर बालेर स्थानीय सरकारको विरोध गरेको स्थानीय युवा श्याम ओलीले बताए। ‘५६ जनाको आरडिटी रिपोर्ट पोजेटिभ आएको छ, त्यपछि पिसीआर परीक्षणका लागि धनगढी प्रयोगशालामा पठाइएकोमा उनीहरुको रिपोर्ट नआइकनै घर पठाइएको छ। स्थानीय सरकारले झन जोखिम बढाउने कार्य गरेको छ। साेही कारण यो प्रदर्शन गरेका हौं’ उनले भने। स्थानियले उक्त विषयमा भोली पनि प्रदर्शन गर्ने अर्का युवा टंक अवस्थीले जानकारी दिए। शनिबार मात्रै नवदुर्गा गाउँपालिकाका २३ जनामा कोरोना पुष्टि भएको छ। धनगढीस्थित कोरोना परीक्षण प्रयोगशालामा डडेल्धुराको नवदुर्गाका २३ र अमरगढीका गरी २४ जनामा कोरोना पुष्टि भएको सेती अस्पतालका सूचना अधिकारी दिलिप कुमार श्रेष्ठले बताए।",https://dineshkhabar.com/article/30454
"२०७७ जेठ ३०, ०२:४८",पेट्रोलमा कालोबजारी गर्ने तीनजना पक्राउ ,"<strong>स्याङ्जा : </strong>पेट्रोलमा कालोबजारी गरेको आरोपमा तीन जना पक्राउ परेका छन्। तोकिएको मूल्यभन्दा बढी मूल्यमा पेट्रोल बिक्री गरी कालोबजारी गरेको आरोपमा स्याङ्जाको पुतलीबजार नगरपालिका वडा नम्बर ३ बाट तीन जनालाई पक्राउ गरिएको प्रहरीले जनाएको छ। पक्राउ पर्नेमा पुतलीबजारका ३३ वर्षीया विष्णुमाया शर्मा, २४ वर्षीय गौरव प्रधान र वडा नम्बर १० का३५ वर्षीय चन्द्रबहादुर गुरुङ रहेका छन्। उनीहरु विरुद्ध मुद्दा दर्ता गरी अनुसन्धानको प्रक्रिया थालिएको छ। ",https://dineshkhabar.com/article/30363
"२०७७ जेठ २९, ०८:२१",धनगढीमा नाली निर्माणमा कमसल ईट्टा प्रयोग गरिएपछि स्थानीयद्धारा विरोध ,धनगढी : धनगढीमा सडकको नाली निर्माण गर्दा कमसल ईट्टा प्रयोग गरिएको आरोप लागेको छ। धनगढी उप–महानगरपालिका वडा नम्बर २ मा उपभोक्ता समितिले निर्माण थालेको नालीमा कमसल ईट्टा प्रयोग भएको आरोप लागेको हो। धनगढी उप–महानगरपालिकाको १० लाख चार हजारको लागतमा निर्माण थालिएको ९७ मिटर सडकको नाली निर्माण निर्माण गर्दा कमसल ईट्टा प्रयोग भएका स्थानीय युवा कुल रावलले बताए। ‘दुई नम्बर ईट्टा प्रयोग भएका छ। आँखा अगाडी गलत छ भन्न खोज्दा हातपात भयो। रोक भन्दा रोकिएको छैन्। मिस्त्रीलाई अध्यक्ष राखिएको छ। विरोध गर्न खोज्दा र्दबाइएको छ।’ उनले भने। उपभोक्ता समितिका अध्यक्ष सुर्य कामीले भने नाली निर्माणमा कमसल ईट्टा प्रयोग नभएको दावी गरे। उनले दुई नम्बरी ईट्टा प्रयोग नभएको प्रतिकृया दिए। ‘यो बाटो हाम्रो हो। भोली भत्कियो भने हामीलाई नोक्सानी हुने हो। दुई नम्बर ईट्टा प्रयोग भएको छैन्। कमसल ईट्टा अलगै राखेका छौ।’ उनले भने। युवाहरुले कमसल ईट्टा प्रयोग गरिएको भन्दै विरोध गरेका हुन्।,https://dineshkhabar.com/article/30313
"२०७७ जेठ २८, ०६:१८","कैलालीमा युवतीको मृत्युपछि राजमार्ग अवरुद्ध, प्रहरीद्धारा अश्रु ग्यास प्रहार ",<strong>धनगढी : </strong>कैलालीमा बसको ठक्करबाट साइकल यात्रीको मृत्यु भएपछि स्थानीयले राजमार्ग अवरुद्ध पारेका छन्। जिल्लाको बर्दगोरीया गाउँपालिका २ कि २५ वर्षिया सरस्वती उपाध्यायको मुत्यु भएपछि स्थानीयले राजमार्ग अवरुद्ध पार्दै आन्दोलन गरेका छन्। उनीहरुले पूर्वपश्चिम राजमार्गको बौनिया बजारमा राजमार्ग अवरुद्ध पार्दै पीडित परिवारलाई क्षतीपूर्ती र दोषीलाई कारवाहीको माग गर्दै प्रर्दशन गरेका छन्। प्रर्दशनले उग्र रुप लिएपछि प्रहरी र आन्दोलनकारीबीच दोहोरो झडप समेत भएको छ। दोहोरो झडपपछि स्थिती नियन्त्रणमा लिन अश्रु ग्यास प्रहार गरिएको जिल्ला प्रहरी कार्यालयका प्रवक्ता प्रहरी नायब उपरिक्षक प्रतिक विष्टले बताए। उनले प्रहरीमाथि ढुङ्गामुढा प्रहार भएपछि भीड नियन्त्रणमा लिन अश्रु ग्यास प्रहार गरिएको बताए। आज दिउँसो लम्कीबाट धनगढी आउँदै गरेको ना ७ ख ९३० नम्बरको बसको ठक्करबाट साईकलमा सवार उपाध्यायलाई बौनियाँ चौराहामा ठक्कर दिएको थियो। दुर्घटनामा गम्भिर घाईते भएकी उपाध्यायको माया मेट्रो अस्पताल धनगढीमा उपचारको क्रममा मृत्यु भएको थियो। ,https://dineshkhabar.com/article/30218
"२०७७ जेठ २८, ०२:४९",कोरोना रोकथामका लागि सरकार गम्भिर नभएको भन्दै धनगढीमा प्रदर्शन ,"<strong>धनगढी : </strong>कोरोना भाइरसको रोकथामका लागि सरकार गम्भिर नभएको भन्दै धनगढीमा प्रदर्शन गरीएको छ। स्वस्फुर्त रुपमा जम्मा भएका युवाहरुले मुख्यमन्त्री तथा मन्त्रीपरिषद्को कार्यालय अगाडि प्रदर्शन गरेका हुन्। युवाहरुले ‘कि सुरक्षा निभाउ हैन भने मरिरहेका जनताको जिमेवारी लेउ, जनता कोरोनाले हैन, लापरवाहीले मर्दैछन्, सरकारले जिम्मेवारी पुरा गरे हाम्रो साथ छ, नागरिकलाई भौकै मार्न पाईदैन, आवश्यक स्वास्थ्य सामाग्री ल्याउ, ¥यापिट टेष्ट बन्द गर’ लेखेका पम्प्लेट बोकेर प्रदर्शन गरीएको प्रदर्शनमा सहभागी चुन्नु केसीले बताए। आरडीटी विधी विश्वसनीय नरहेको भन्दै उनीहरुले पीसीआर परीक्षणमा जोड दिन समेत माग गरेका छन्।",https://dineshkhabar.com/article/30194
"२०७७ जेठ २८, १२:५९",बाजुरामा क्वारेनटाइनमा खटिएका स्वास्थ्यकर्मीमाथि आक्रमण ,बाजुरा– बाजुराको त्रिबेणी नगरपालिकामा क्वारेन्टाइनमा उपचार गर्न गएका स्वास्थ्यकर्मीमाथि कुृटपीट गरिएको छ। त्रिबेणी नगरपालिका वडा न १ स्थित छतारा आधारभुत स्वास्थ्य सेवा केन्द्रका अहेवमाथि कुटपिट गरिएको हो। क्वारेन्टाइनमा रहेका ब्यक्तीको नियमीत चेकजाच गर्न जाने क्रममा अहेव रामबहादुर नेपालीमाथि कुटपीट भएको त्रिबेणी नगरपालिका स्वास्थ्य संयोजक चिरन्जीबी शाहले बताए। वडा नम्वर १ का भिम बहादुर मिजारले ढुगांले हानेर घाईते बनाएको नगरपालिकाले जनाएको छ। स्वास्थ्यकर्मीमाथि गरिएको आक्रमणप्रति नगरपालिकाको ध्यानाकर्षण भएको जनाएको छ। यता स्वास्थ्य कार्यालय बाजुराका प्रमुख दयाकृष्ण पन्तले कुटपिटमा संग्लनलाई कारवाही हुनुपर्ने माग गरे।,https://dineshkhabar.com/article/30188
"२०७७ जेठ २७, ०१:३६",अनेरास्ववियू डडेल्धुराद्वारा एमसिसीको विरोध ,"<strong>डडेल्धुरा : </strong>अखिल नेपाल राष्ट्रिय स्वतन्त्र विद्यार्थी यूनियन(अनेरास्ववियू) डडेल्धुराले अमेरिकी मिलेनियम च्यालेन्ज कर्पोरेशन (एमसिसी) को विरोधमा प्रदर्शन गरेको छ। मंगलबार जिल्लाको बसपार्क क्षेत्रमा विभिन्न नारासहितको पम्प्लेट टाँसेर उनीहरुले विरोध जनाएका हुन। ‘राष्ट्रघाती एमसिसी सम्झौता खारिज गर, अमेरिकी सम्राज्यवाद मुर्दावाद, राष्ट्रिय स्वाधिनताको रक्षा गरौं’ लगायतका नारासहितका पम्प्लेट टाँसेर एमसिसीको विरोध गरेको अनेरास्ववियू संयोजक सन्तोष भट्टले बताए। ",https://dineshkhabar.com/article/30112
"२०७७ जेठ २२, ०८:०४",एमसीसी विधेयकको बिरोधमा कैलालीमा मसाल जुलुस ,"एमसीसी विधेयकको विरोधमा कैलालीमा मसाल जुलुस निकालिएको छ। नेपाल कम्यिुनिष्ट पार्टी९विप्लप समुह०ले जिल्लाको घोडाघोडी नगरपालिका वडा नम्बर ७ हरिनगर क्षेत्रमा मसाल जुलुस निकालेको हो। मसाल जुलुसका क्रममा ‘भ्रष्ट्राचारी सरकार राजीनामा दे, एसीसी विद्देक खारेज गर, केपी–देउवा मुर्दावाद, दलाल सरकार मुर्दावाद, केपी ओली राजीनमा दे’ लगायतका नारा समेत लगाइएका थिए।",https://dineshkhabar.com/article/29757
"२०७७ जेठ २४, ०७:५३",कैलालीमा वडा अध्यक्षका छोरा पक्राउपछि प्रहरी कार्यालय घेराउ ,"<strong>धनगढी : </strong> कैलालीमा भारतबाट फर्किएका नागरिलाई क्वारेन्टिनमा राख्न आग्रह गर्दा स्थानीयमाथि आक्रमण गरेको आरोपमा वडा अध्यक्षका छोरा पक्राउ परेपछि प्रहरी कार्यालय घेराउ गरिएको छ। कैलालीको गौरीगंगा नगरपालिका वडा नम्वर ३ का अध्यक्ष नरवहादुर शाहका छोराले स्थानीयमाथि आक्रमण गरेको आरोपमा पक्राउ परेपछि रिहा गर्नुपर्ने माग गर्दै ईलाका प्रहरी कार्यालय चौमाला घेराउ गरिएको हो। वडाध्यक्ष समर्थकहरुले आज दिउँसो ईलाका प्रहरी कार्यालय घेराउ गरेका हुन्। घटनापछि चौमाला पुगेका ईलाका प्रहरी कार्यालय मालाखेतीका प्रमुख प्रहरी नायब उपरिक्षक ज्ञानबहादुर विष्टले अहिले दुवै पक्षबीच छलफल चलिरहेको बताए। मुम्बईबाट फर्किएकाहरुलाई क्वारेन्टिनमा राख्ने विषयमा भएको विवादका क्रममा आज विहान वडा अध्यक्ष सहितका ३०, ४० जनाको समूहले चार जना स्थानीयमाथि हातपात गरिएको आरोप लागेको छ। वडाध्यक्षका छोराले समेत हातपात गरेको आरोपपछि प्रहरीले पक्राउ गरेको छ। प्रहरी नायब उपरिक्षक विष्टले वडाध्यक्षका दुई छोरालाई सोधपुछका लागि नियन्त्रणमा लिईएको बताए। वडा अध्यक्ष नरबहादुर शाहले भने स्थानीयमाथि भएको आक्रमणको विषयमा आफूलाई जानकारी नभएको बताउँदै आएका छन्। ",https://dineshkhabar.com/article/29910
"२०७७ जेठ २१, ०७:३३",कैलालीमा प्रधानमन्त्री ओली र पूर्व प्रधानमन्त्री देउवाको पुत्ला दहन ,<strong>धनगढी : </strong>कैलालीमा प्रधानमन्त्री केपी शर्मा ओली र पूर्व प्रधानमन्त्री शेरबहादुर देउवाको पुत्ला दहन गरिएको छ। नेपाल कम्युनिष्ट पार्टी (विप्लव) समुहले कैलालीको गोरीगंगा नगरपालिका वडा नम्बर ८ लिक्मामा पुत्ला दहन गरेको हो। एमसीसी संसदबाट पारित गर्न लागिएको बिरोधमा उनीहरुले पुत्ला दहन गरेका हुन्। राष्ट्रिय महत्वका विषयमा सहमति गर्न नसक्ने नेताहरुले राष्ट्रिघाती एमसीसी विधेयकमा सहमति गरेको भन्दै दुई नेताका पुत्ला दहन गरिएको उनीहरुले बताएका छन्। ,https://dineshkhabar.com/article/29676
